GROUP_SET,GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,TEAM_ID,SEASON
Lineups,202339-203114-203503-203507-1627748,E. Bledsoe - K. Middleton - T. Snell - G. Antetokounmpo - T. Maker,18,12,6,0.667,99.0,115.3,112.0,109.2,109.2,6.1,2.8,0.605,1.86,18.1,0.302,0.728,0.511,0.135,0.543,0.585,99.0,100.44,83.7,208,0.537,4,2,642,277,4,189,438,205,200,88,196,148,232,158,429,188,206,294,218,296780,1610612749,2017-18
Lineups,203114-203503-203507-1627748-1627763,K. Middleton - T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon,17,7,10,0.412,95.0,113.2,112.6,104.6,105.0,8.6,7.7,0.613,1.69,18.8,0.19,0.717,0.466,0.146,0.584,0.623,101.1,101.23,84.36,198,0.521,5,8,653,401,5,182,427,192,199,98,179,204,236,254,449,159,173,277,226,283800,1610612749,2017-18
Lineups,202339-203114-203507-1627748-1627763,E. Bledsoe - K. Middleton - G. Antetokounmpo - T. Maker - M. Brogdon,14,7,7,0.5,38.0,106.9,100.0,94.7,87.5,12.2,12.5,0.481,1.86,12.6,0.237,0.868,0.553,0.086,0.453,0.528,94.9,102.07,85.06,81,0.619,7,8,645,320,15,218,322,174,310,88,288,183,162,137,370,289,256,263,169,113565,1610612749,2017-18
Lineups,202732-203114-203507-1627748-1627763,D. Liggins - K. Middleton - G. Antetokounmpo - T. Maker - M. Brogdon,10,7,3,0.7,33.0,95.0,95.5,101.3,97.0,-6.4,-1.5,0.5,1.5,14.0,0.243,0.8,0.468,0.119,0.483,0.497,96.9,98.69,82.24,67,0.461,18,8,595,276,19,274,347,409,239,105,275,182,179,251,410,278,312,321,266,97765,1610612749,2017-18
Lineups,203114-203503-203507-203521-1627748,K. Middleton - T. Snell - G. Antetokounmpo - M. Dellavedova - T. Maker,12,6,6,0.5,33.0,107.2,104.3,124.5,117.4,-17.3,-13.0,0.5,2.33,15.9,0.161,0.733,0.443,0.087,0.509,0.561,96.5,100.76,83.97,69,0.432,11,11,642,320,17,212,472,430,239,46,238,212,229,275,371,201,229,282,276,98610,1610612749,2017-18
Lineups,1891-203507-203953-1627748-1628425,J. Terry - G. Antetokounmpo - J. Parker - T. Maker - S. Brown,4,1,3,0.25,27.0,102.7,101.9,100.1,100.0,2.5,1.9,0.706,1.71,16.7,0.31,0.679,0.491,0.132,0.456,0.523,97.3,97.69,81.41,53,0.485,60,130,595,430,23,215,350,208,151,96,204,142,255,242,425,288,258,343,253,79595,1610612749,2017-18
Lineups,1891-203507-203521-1627748-1628425,J. Terry - G. Antetokounmpo - M. Dellavedova - T. Maker - S. Brown,3,3,0,1.0,26.0,128.7,128.3,94.1,91.2,34.6,37.1,0.64,2.29,21.3,0.304,0.625,0.491,0.132,0.652,0.669,98.9,100.64,83.86,53,0.654,87,42,1,1,25,121,338,124,189,49,132,146,297,243,425,125,134,286,152,78700,1610612749,2017-18
Lineups,203503-203507-203521-1627748-1627763,T. Snell - G. Antetokounmpo - M. Dellavedova - T. Maker - M. Brogdon,10,5,5,0.5,26.0,114.5,112.2,113.4,111.8,1.1,0.5,0.7,1.75,20.3,0.318,0.481,0.408,0.163,0.579,0.611,90.1,91.61,76.34,49,0.522,18,18,636,320,26,188,447,211,153,93,138,140,372,297,461,161,186,418,225,78595,1610612749,2017-18
Lineups,202732-203507-203521-1627748-1627763,D. Liggins - G. Antetokounmpo - M. Dellavedova - T. Maker - M. Brogdon,6,4,2,0.667,24.0,101.9,100.0,120.5,112.2,-18.6,-12.2,0.706,1.71,19.4,0.3,0.692,0.455,0.156,0.5,0.547,90.4,94.64,78.87,45,0.436,43,31,540,277,27,218,450,429,151,96,175,149,252,261,458,202,240,385,275,71510,1610612749,2017-18
Lineups,202732-203507-1626173-1627748-1627763,D. Liggins - G. Antetokounmpo - R. Vaughn - T. Maker - M. Brogdon,4,3,1,0.75,24.0,123.2,120.0,83.5,86.7,39.7,33.3,0.571,4.0,19.7,0.19,0.714,0.452,0.067,0.575,0.602,91.6,91.01,75.84,45,0.686,60,42,259,261,29,154,320,136,219,11,174,204,237,265,354,162,197,420,141,71200,1610612749,2017-18
Lineups,202732-203503-203507-1627748-1627763,D. Liggins - T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon,8,3,5,0.375,23.0,110.8,109.8,102.9,102.3,7.9,7.5,0.467,1.75,13.5,0.2,0.556,0.404,0.098,0.485,0.554,88.4,89.12,74.27,41,0.519,25,42,636,410,30,200,422,193,314,93,281,188,322,298,382,276,234,441,228,68670,1610612749,2017-18
Lineups,203503-203507-203521-1627748-1628425,T. Snell - G. Antetokounmpo - M. Dellavedova - T. Maker - S. Brown,8,5,3,0.625,21.0,110.8,104.8,98.1,95.1,12.7,9.6,0.538,1.17,12.3,0.429,0.739,0.591,0.143,0.471,0.554,91.9,96.0,80.0,42,0.587,25,18,595,305,32,211,346,183,236,122,313,85,228,117,432,282,235,372,190,62250,1610612749,2017-18
Lineups,203114-203507-203521-1627748-1627763,K. Middleton - G. Antetokounmpo - M. Dellavedova - T. Maker - M. Brogdon,5,2,3,0.4,13.0,125.5,129.6,98.9,86.2,26.6,43.4,0.4,3.0,15.4,0.5,1.0,0.667,0.074,0.569,0.586,98.8,104.05,86.71,27,0.545,50,71,595,403,54,116,319,111,318,28,242,45,1,60,359,171,204,234,213,38750,1610612749,2017-18
Lineups,203089-203141-203507-203521-1626173,J. Henson - M. Teletovic - G. Antetokounmpo - M. Dellavedova - R. Vaughn,3,2,1,0.667,10.0,118.8,120.0,147.1,142.9,-28.2,-22.9,0.556,1.25,20.0,0.0,0.444,0.286,0.2,0.679,0.741,94.0,94.92,79.1,20,0.37,87,71,259,277,64,154,546,457,230,119,140,244,375,381,498,113,103,382,309,31100,1610612749,2017-18
Lineups,202339-202732-203507-1627748-1627763,E. Bledsoe - D. Liggins - G. Antetokounmpo - T. Maker - M. Brogdon,4,2,2,0.5,9.0,118.0,122.2,121.2,110.5,-3.2,11.7,0.75,2.0,24.0,0.143,0.778,0.5,0.167,0.643,0.661,96.2,99.03,82.53,18,0.542,60,71,540,320,73,146,443,176,129,55,99,214,196,160,462,127,142,317,215,26900,1610612749,2017-18
Lineups,203507-203521-203930-1627748-1627763,G. Antetokounmpo - M. Dellavedova - S. Kilpatrick - T. Maker - M. Brogdon,2,0,2,0.0,9.0,208.8,211.1,144.4,136.8,64.3,74.3,0.733,0.0,35.5,0.667,0.667,0.667,0.0,0.917,0.941,92.1,94.13,78.45,18,0.703,136,434,540,434,69,12,536,55,143,257,7,22,257,60,1,58,57,393,137,28300,1610612749,2017-18
Lineups,203507-203521-203930-1627748-1628425,G. Antetokounmpo - M. Dellavedova - S. Kilpatrick - T. Maker - S. Brown,2,2,0,1.0,9.0,117.3,115.8,70.6,60.0,46.7,55.8,0.667,3.0,24.0,0.0,0.857,0.429,0.105,0.633,0.656,99.4,108.42,90.35,19,0.771,136,71,1,1,77,175,229,85,163,28,99,244,163,278,393,133,146,173,116,25900,1610612749,2017-18
Lineups,1891-201943-203507-203953-1627748,J. Terry - B. Jennings - G. Antetokounmpo - J. Parker - T. Maker,2,0,2,0.0,9.0,115.6,120.0,115.0,121.1,0.6,-1.1,0.7,1.75,23.3,0.571,0.778,0.688,0.2,0.618,0.64,108.3,103.62,86.35,20,0.598,136,434,540,434,72,154,488,406,153,93,106,41,196,58,498,145,159,240,185,27100,1610612749,2017-18
Lineups,1891-203507-203930-203953-1627748,J. Terry - G. Antetokounmpo - S. Kilpatrick - J. Parker - T. Maker,1,0,1,0.0,9.0,96.6,90.0,141.2,141.2,-44.6,-51.2,0.6,1.0,12.5,0.111,0.364,0.25,0.15,0.5,0.541,95.6,99.22,82.68,20,0.286,240,434,259,434,74,286,545,516,202,125,289,233,383,391,451,202,243,312,333,26850,1610612749,2017-18
Lineups,1891-203507-203930-1627748-1628425,J. Terry - G. Antetokounmpo - S. Kilpatrick - T. Maker - S. Brown,2,1,1,0.5,9.0,90.0,89.5,95.7,94.4,-5.7,-5.0,0.857,6.0,23.1,0.091,1.0,0.474,0.053,0.417,0.45,93.5,94.47,78.72,19,0.465,136,130,259,320,71,288,345,413,118,3,108,240,1,247,346,302,334,389,261,28200,1610612749,2017-18
Lineups,202339-203114-203507-1626173-1627763,E. Bledsoe - K. Middleton - G. Antetokounmpo - R. Vaughn - M. Brogdon,1,0,1,0.0,8.0,113.4,117.6,136.6,135.3,-23.2,-17.6,0.714,5.0,21.7,0.111,0.857,0.438,0.059,0.5,0.567,101.1,99.71,83.1,17,0.416,240,434,259,434,88,168,532,445,145,6,121,233,163,276,349,202,220,303,286,24550,1610612749,2017-18
Lineups,202339-203114-203507-1627748-1627780,E. Bledsoe - K. Middleton - G. Antetokounmpo - T. Maker - G. Payton II,2,1,1,0.5,8.0,108.2,105.9,71.1,66.7,37.1,39.2,0.333,2.0,10.5,0.0,0.75,0.4,0.059,0.5,0.575,106.8,111.5,92.92,17,0.791,136,130,259,320,98,208,241,121,325,55,326,244,205,299,349,202,214,148,108,22600,1610612749,2017-18
Lineups,203507-203521-203953-1627748-1628425,G. Antetokounmpo - M. Dellavedova - J. Parker - T. Maker - S. Brown,3,2,1,0.667,8.0,100.3,94.1,113.4,100.0,-13.1,-5.9,0.75,1.5,13.0,0.444,0.6,0.526,0.118,0.346,0.472,94.4,103.89,86.57,17,0.491,87,71,259,277,85,277,350,415,129,105,286,81,301,155,405,339,322,237,249,24950,1610612749,2017-18
Lineups,1891-202339-203507-203953-1627748,J. Terry - E. Bledsoe - G. Antetokounmpo - J. Parker - T. Maker,4,1,3,0.25,8.0,156.3,146.7,101.5,100.0,54.7,46.7,0.429,1.0,16.7,0.0,0.625,0.5,0.2,1.0,0.993,84.6,87.87,73.23,15,0.738,60,130,595,430,82,73,350,107,317,125,204,244,297,160,498,24,55,448,125,25400,1610612749,2017-18
Lineups,1891-203114-203507-1627748-1628425,J. Terry - K. Middleton - G. Antetokounmpo - T. Maker - S. Brown,2,1,1,0.5,8.0,143.2,150.0,103.6,100.0,39.6,50.0,0.875,3.5,28.0,0.333,0.667,0.5,0.125,0.714,0.761,98.9,98.25,81.88,16,0.674,136,130,259,320,94,51,350,89,116,24,53,110,257,160,413,101,84,330,144,23450,1610612749,2017-18
Lineups,202339-203507-203521-1627748-1627763,E. Bledsoe - G. Antetokounmpo - M. Dellavedova - T. Maker - M. Brogdon,3,2,1,0.667,7.0,126.5,113.3,82.0,75.0,44.5,38.3,0.714,2.5,21.7,0.571,0.857,0.714,0.133,0.571,0.589,97.0,107.05,89.21,15,0.717,87,71,259,277,104,180,272,123,145,37,121,41,163,50,427,164,203,188,133,20850,1610612749,2017-18
Lineups,202339-203503-203507-1627748-1627763,E. Bledsoe - T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon,3,1,2,0.333,7.0,83.5,82.4,83.1,81.3,0.4,1.1,0.6,1.0,14.3,0.125,0.778,0.471,0.176,0.385,0.474,104.4,106.31,88.59,17,0.525,87,130,540,411,100,311,303,209,202,125,252,225,196,248,487,332,321,200,224,22350,1610612749,2017-18
Lineups,202339-202732-203503-203507-1627748,E. Bledsoe - D. Liggins - T. Snell - G. Antetokounmpo - T. Maker,3,2,1,0.667,6.0,119.8,115.4,77.6,71.4,42.2,44.0,0.333,1.0,7.1,0.0,0.5,0.273,0.077,0.438,0.651,99.4,105.65,88.04,13,0.722,87,71,259,277,116,176,270,110,325,125,349,244,327,388,360,295,149,209,131,18400,1610612749,2017-18
Lineups,203507-1626173-1627748-1627763-1628425,G. Antetokounmpo - R. Vaughn - T. Maker - M. Brogdon - S. Brown,3,0,3,0.0,6.0,133.9,150.0,93.5,84.6,40.4,65.4,0.571,2.0,22.2,0.4,0.714,0.583,0.167,0.708,0.723,94.5,93.75,78.13,12,0.636,87,434,595,434,113,51,313,76,219,55,113,90,237,120,462,105,110,397,162,19200,1610612749,2017-18
Lineups,1891-202732-203507-1627748-1627763,J. Terry - D. Liggins - G. Antetokounmpo - T. Maker - M. Brogdon,3,3,0,1.0,6.0,68.0,66.7,92.6,91.7,-24.6,-25.0,0.667,0.0,14.3,0.0,1.0,0.385,0.0,0.35,0.34,92.5,93.89,78.24,12,0.0,87,42,1,1,115,354,339,461,163,257,252,244,1,309,1,336,378,395,411,18405,1610612749,2017-18
Lineups,1891-203114-203507-203953-1627748,J. Terry - K. Middleton - G. Antetokounmpo - J. Parker - T. Maker,4,0,4,0.0,6.0,111.3,110.0,202.7,180.0,-91.4,-70.0,0.2,1.0,6.7,0.714,0.5,0.667,0.1,0.417,0.427,77.2,82.29,68.57,10,0.193,60,434,625,434,123,197,602,550,358,125,351,21,327,60,385,302,342,481,373,17500,1610612749,2017-18
Lineups,1891-203503-203507-203521-1627748,J. Terry - T. Snell - G. Antetokounmpo - M. Dellavedova - T. Maker,2,0,2,0.0,6.0,64.9,66.7,170.1,166.7,-105.1,-100.0,1.0,1.0,12.5,0.25,0.5,0.3,0.167,0.25,0.353,100.8,100.47,83.72,12,-0.044,136,434,540,434,129,354,585,575,1,125,289,164,327,374,462,379,372,289,583,17200,1610612749,2017-18
Lineups,203114-203507-1626173-1627748-1627763,K. Middleton - G. Antetokounmpo - R. Vaughn - T. Maker - M. Brogdon,5,2,3,0.4,6.0,111.5,100.0,54.5,50.0,57.0,50.0,0.75,0.0,17.6,0.286,0.667,0.462,0.0,0.409,0.47,90.8,100.17,83.48,12,0.882,50,71,595,403,127,218,212,89,129,257,197,153,257,256,1,310,324,296,88,17250,1610612749,2017-18
Lineups,202732-203507-1626173-1627762-1627763,D. Liggins - G. Antetokounmpo - R. Vaughn - J. Bolomboy - M. Brogdon,1,0,1,0.0,5.0,111.1,111.1,141.7,140.0,-30.6,-28.9,0.2,0.0,9.1,0.2,1.0,0.556,0.0,0.5,0.5,93.1,93.7,78.08,9,0.339,240,434,259,434,156,192,539,472,358,257,337,188,1,130,1,202,280,399,319,14600,1610612749,2017-18
Lineups,202732-203114-203507-203521-1627748,D. Liggins - K. Middleton - G. Antetokounmpo - M. Dellavedova - T. Maker,3,0,3,0.0,5.0,66.7,50.0,141.7,140.0,-75.0,-90.0,1.0,0.0,18.8,0.125,0.286,0.2,0.0,0.3,0.3,95.7,111.55,92.96,12,0.182,87,434,595,434,160,391,539,570,1,257,180,225,396,410,1,367,395,147,374,14200,1610612749,2017-18
Lineups,202339-203089-203114-203507-1626173,E. Bledsoe - J. Henson - K. Middleton - G. Antetokounmpo - R. Vaughn,3,2,1,0.667,5.0,147.1,133.3,68.2,69.2,78.9,64.1,0.5,3.0,18.8,0.25,0.75,0.583,0.083,0.7,0.735,107.4,111.46,92.88,12,0.864,87,71,259,277,140,92,267,78,239,28,180,164,205,120,364,106,105,149,91,16150,1610612749,2017-18
Lineups,202339-203114-203507-1627748-1628425,E. Bledsoe - K. Middleton - G. Antetokounmpo - T. Maker - S. Brown,3,2,1,0.667,5.0,70.0,58.3,100.0,110.0,-30.0,-51.7,0.667,0.67,13.3,0.2,0.5,0.385,0.25,0.438,0.438,93.3,97.78,81.48,12,0.382,87,71,259,277,139,385,441,517,163,216,282,188,327,309,546,295,337,339,303,16200,1610612749,2017-18
Lineups,1891-202339-203503-203507-1627748,J. Terry - E. Bledsoe - T. Snell - G. Antetokounmpo - T. Maker,3,3,0,1.0,5.0,102.2,91.7,112.5,107.7,-10.3,-16.0,1.0,1.5,20.0,0.0,1.0,0.5,0.167,0.5,0.628,101.5,109.42,91.19,12,0.375,87,42,1,1,136,280,433,439,1,105,140,244,1,160,462,202,167,160,305,16450,1610612749,2017-18
Lineups,203114-203507-203521-1627748-1628425,K. Middleton - G. Antetokounmpo - M. Dellavedova - T. Maker - S. Brown,1,1,0,1.0,5.0,38.8,40.0,112.7,122.2,-73.9,-82.2,0.0,0.0,0.0,0.0,0.5,0.222,0.3,0.167,0.273,93.0,87.97,73.31,10,-1.167,240,130,1,1,146,413,489,565,364,257,364,244,327,406,588,400,404,447,645,15550,1610612749,2017-18
Lineups,203141-203503-203507-1627748-1627763,M. Teletovic - T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon,2,1,1,0.5,5.0,108.7,127.3,103.7,90.9,5.0,36.4,0.5,1.0,18.8,0.5,0.75,0.625,0.273,0.722,0.709,118.4,115.62,96.35,11,0.595,136,130,259,320,163,122,335,127,239,125,180,45,205,92,580,100,119,123,187,13700,1610612749,2017-18
Lineups,203114-203503-203507-1627748-1627763,K. Middleton - T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon,15,12,3,0.8,135.0,111.7,111.1,99.8,103.1,11.9,8.0,0.664,2.73,20.5,0.185,0.707,0.445,0.103,0.546,0.572,91.9,90.72,75.6,253,0.529,16,7,436,159,4,124,320,127,159,40,104,41,29,24,292,144,153,308,152,404750,1610612749,2016-17
Lineups,203114-203503-203507-203521-1627748,K. Middleton - T. Snell - G. Antetokounmpo - M. Dellavedova - T. Maker,12,8,4,0.667,99.0,108.3,107.2,94.4,93.4,13.9,13.8,0.568,2.1,16.6,0.188,0.769,0.49,0.103,0.515,0.559,93.8,94.84,79.04,194,0.562,23,20,459,181,5,139,255,113,192,56,199,40,13,14,293,160,168,252,138,296830,1610612749,2016-17
Lineups,201563-203503-203507-203521-1627748,M. Beasley - T. Snell - G. Antetokounmpo - M. Dellavedova - T. Maker,5,3,2,0.6,48.0,113.1,113.5,103.0,105.1,10.1,8.4,0.523,2.3,18.0,0.2,0.789,0.47,0.104,0.552,0.578,98.0,96.83,80.69,96,0.501,59,47,382,198,19,119,323,125,205,49,169,36,7,20,295,137,151,224,161,144250,1610612749,2016-17
Lineups,203503-203507-203521-203953-1627748,T. Snell - G. Antetokounmpo - M. Dellavedova - J. Parker - T. Maker,5,0,5,0.0,23.0,102.1,102.2,121.4,123.9,-19.2,-21.7,0.6,3.0,15.5,0.154,,,0.067,0.461,0.511,97.3,96.21,80.18,45,0.385,59,321,472,321,34,160,390,368,177,25,202,46,54,27,263,216,198,232,228,68100,1610612749,2016-17
Lineups,203089-203503-203507-203521-1627748,J. Henson - T. Snell - G. Antetokounmpo - M. Dellavedova - T. Maker,2,0,2,0.0,12.0,132.4,123.8,144.9,140.9,-12.5,-17.1,0.667,3.0,22.2,,,,0.095,0.7,0.737,84.4,88.46,73.71,21,0.447,140,321,382,321,75,93,445,362,137,25,81,50,54,27,285,51,55,325,189,35000,1610612749,2016-17
Lineups,201563-203507-203521-1627748-1627763,M. Beasley - G. Antetokounmpo - M. Dellavedova - T. Maker - M. Brogdon,2,1,1,0.5,12.0,151.9,145.8,126.3,120.0,25.6,25.8,0.875,1.75,18.9,,,,0.167,0.583,0.699,90.3,94.58,78.82,24,0.596,140,120,155,208,69,41,375,85,79,88,154,50,54,27,357,113,69,256,119,37300,1610612749,2016-17
Lineups,203507-203521-203953-1627748-1627763,G. Antetokounmpo - M. Dellavedova - J. Parker - T. Maker - M. Brogdon,4,0,4,0.0,11.0,108.7,104.5,135.9,136.4,-27.2,-31.8,0.5,1.5,10.3,,,,0.091,0.382,0.497,98.4,100.09,83.41,22,0.37,76,321,459,321,80,150,434,386,207,99,255,50,54,27,278,250,233,180,234,31650,1610612749,2016-17
Lineups,1891-203141-203507-1627748-1627763,J. Terry - M. Teletovic - G. Antetokounmpo - T. Maker - M. Brogdon,5,2,3,0.4,9.0,43.7,44.4,58.3,55.0,-14.6,-10.6,0.667,0.5,9.5,,,,0.222,0.214,0.261,99.4,101.52,84.6,18,0.143,59,73,436,273,93,313,186,338,137,189,260,50,54,27,404,300,308,159,282,26950,1610612749,2016-17
Lineups,203114-203141-203507-1627748-1627763,K. Middleton - M. Teletovic - G. Antetokounmpo - T. Maker - M. Brogdon,1,0,1,0.0,7.0,161.3,169.2,91.5,92.9,69.7,76.4,0.857,6.0,27.3,,,,0.077,0.708,0.751,100.5,97.44,81.2,13,0.881,230,321,155,321,114,17,254,26,82,4,38,50,54,27,268,49,48,215,49,19950,1610612749,2016-17
Lineups,203507-203521-1626173-1627748-1627763,G. Antetokounmpo - M. Dellavedova - R. Vaughn - T. Maker - M. Brogdon,1,1,0,1.0,6.0,149.3,142.9,116.5,115.4,32.8,27.5,0.75,3.0,16.7,0.2,,,0.071,0.688,0.806,100.1,102.86,85.71,14,0.683,230,120,1,1,122,46,360,83,102,25,182,36,54,27,265,60,39,139,80,18900,1610612749,2016-17
Lineups,203503-203507-203521-1627748-1627763,T. Snell - G. Antetokounmpo - M. Dellavedova - T. Maker - M. Brogdon,2,0,2,0.0,6.0,100.9,100.0,96.7,100.0,4.2,0.0,0.75,1.0,18.8,,,,0.231,0.611,0.658,102.7,101.46,84.55,13,0.5,140,321,382,321,127,162,262,147,102,127,156,50,54,27,411,92,89,160,162,18450,1610612749,2016-17
Lineups,203141-203503-203507-203521-1627748,M. Teletovic - T. Snell - G. Antetokounmpo - M. Dellavedova - T. Maker,2,0,2,0.0,5.0,162.0,155.6,153.7,166.7,8.3,-11.1,0.75,1.5,23.1,,,,0.222,1.0,0.916,87.2,85.26,71.05,9,0.469,140,321,382,321,147,28,476,340,102,99,78,50,54,27,404,13,25,343,180,15200,1610612749,2016-17
Lineups,203503-203507-1626173-1627748-1627763,T. Snell - G. Antetokounmpo - R. Vaughn - T. Maker - M. Brogdon,1,0,1,0.0,5.0,50.0,55.6,200.0,177.8,-150.0,-122.2,1.0,0.0,15.4,,,,0.0,0.227,0.227,91.9,91.91,76.6,9,-0.058,230,321,155,321,151,294,488,483,1,210,203,50,54,27,1,299,317,294,462,14100,1610612749,2016-17
Lineups,202328-203507-203953-203996-1626173,G. Monroe - G. Antetokounmpo - J. Parker - D. Inglis - R. Vaughn,1,0,1,0.0,9.0,95.2,93.8,138.5,137.5,-43.4,-43.8,0.5,1.5,12.5,,,,0.125,0.375,0.422,81.5,82.43,68.69,16,0.333,239,286,119,286,86,198,448,420,198,91,220,50,50,27,305,248,255,374,242,27950,1610612749,2015-16
Lineups,200779-202328-203114-203487-203507,S. Novak - G. Monroe - K. Middleton - M. Carter-Williams - G. Antetokounmpo,3,1,2,0.333,9.0,79.7,80.0,81.1,80.0,-1.5,0.0,0.667,1.0,14.8,0.4,0.818,0.619,0.2,0.375,0.419,106.1,106.67,88.89,20,0.478,92,104,388,242,93,243,240,151,124,124,197,9,8,2,390,248,259,114,182,27000,1610612749,2015-16
Lineups,202328-203114-203142-203487-203507,G. Monroe - K. Middleton - C. Copeland - M. Carter-Williams - G. Antetokounmpo,2,0,2,0.0,5.0,100.0,100.0,150.4,145.5,-50.4,-45.5,0.5,1.0,16.7,,,,0.222,0.563,0.563,90.1,91.72,76.43,9,0.125,142,286,388,286,147,142,460,421,198,124,162,50,50,27,428,121,154,314,306,15700,1610612749,2015-16
Lineups,201573-202349-203101-203142-203507,J. Bayless - G. Vasquez - M. Plumlee - C. Copeland - G. Antetokounmpo,1,0,1,0.0,5.0,67.6,66.7,60.0,60.0,7.6,6.7,1.0,1.0,15.4,,,,0.222,0.25,0.338,97.4,98.06,81.72,9,0.917,239,286,119,286,160,272,193,140,1,124,190,50,50,27,428,297,303,219,42,13950,1610612749,2015-16
Lineups,203497-204060-1629675-1630162-1630183,R. Gobert - J. Ingles - N. Reid - A. Edwards - J. McDaniels,2,0,2,0.0,14.0,128.3,125.8,80.6,80.0,47.6,45.8,0.538,2.33,15.2,0.471,0.824,0.647,0.097,0.517,0.584,102.6,104.08,86.73,31,0.889,112,325,337,325,51,91,212,73,178,41,180,58,98,62,266,145,142,174,56,42200,1610612750,2024-25
Lineups,203497-203944-204060-1630162-1630183,R. Gobert - J. Randle - J. Ingles - A. Edwards - J. McDaniels,3,3,0,1.0,12.0,106.4,104.0,102.6,103.8,3.8,0.2,0.818,1.13,25.7,0.167,0.8,0.563,0.32,0.735,0.745,105.9,106.43,88.7,25,0.464,84,66,1,1,61,149,284,148,88,103,51,168,100,95,395,60,67,148,169,34500,1610612750,2024-25
Lineups,1628978-1629638-1629675-1630162-1631169,D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards - J. Minott,5,3,2,0.6,10.0,105.0,100.0,135.1,126.3,-30.1,-26.3,0.625,1.67,18.5,0.222,0.857,0.5,0.143,0.618,0.618,93.7,99.21,82.67,21,0.412,61,66,337,256,68,153,338,338,152,81,131,147,89,122,301,99,119,218,188,29030,1610612750,2024-25
Lineups,1629638-1630162-1630545-1630568-1642265,N. Alexander-Walker - A. Edwards - T. Shannon Jr. - L. Garza - R. Dillingham,3,2,1,0.667,7.0,163.0,131.3,118.3,114.3,44.7,17.0,1.0,4.0,26.7,0.75,0.75,0.75,0.125,0.594,0.622,95.3,108.27,90.23,16,0.694,84,83,202,228,84,80,311,115,1,18,47,18,112,29,286,112,118,138,87,19950,1610612750,2024-25
Lineups,1629638-1629675-1630162-1630568-1642265,N. Alexander-Walker - N. Reid - A. Edwards - L. Garza - R. Dillingham,3,1,2,0.333,7.0,129.6,150.0,43.6,40.0,86.0,110.0,0.571,4.0,20.0,0.333,0.533,0.476,0.071,0.654,0.691,107.9,104.48,87.07,14,1.355,84,125,337,314,83,36,167,21,172,18,98,92,206,170,246,82,83,168,20,19985,1610612750,2024-25
Lineups,203944-204060-1629675-1630162-1630183,J. Randle - J. Ingles - N. Reid - A. Edwards - J. McDaniels,3,2,1,0.667,6.0,100.9,100.0,174.2,164.3,-73.4,-64.3,0.8,2.0,22.2,0.0,0.25,0.1,0.143,0.545,0.589,101.3,104.73,87.27,14,0.203,84,83,202,228,90,153,392,375,90,47,80,180,245,264,301,129,137,166,240,19250,1610612750,2024-25
Lineups,1630162-1630183-1630545-1630568-1642265,A. Edwards - J. McDaniels - T. Shannon Jr. - L. Garza - R. Dillingham,1,1,0,1.0,5.0,125.6,110.0,67.6,66.7,58.0,43.3,0.667,2.0,15.4,0.5,0.857,0.727,0.1,0.5,0.628,90.1,97.02,80.85,10,1.038,183,125,1,1,105,135,186,79,125,47,175,37,89,41,270,148,113,240,32,14100,1610612750,2024-25
Lineups,203944-1629638-1630162-1631169-1641740,J. Randle - N. Alexander-Walker - A. Edwards - J. Minott - J. Clark,1,1,0,1.0,5.0,174.4,180.0,126.1,109.1,48.4,70.9,0.857,6.0,28.6,0.833,1.0,0.875,0.1,0.615,0.628,104.1,110.2,91.84,10,0.674,183,125,1,1,110,23,299,46,79,6,38,17,1,22,270,100,112,122,95,13720,1610612750,2024-25
Lineups,203944-1629638-1629675-1630162-1631169,J. Randle - N. Alexander-Walker - N. Reid - A. Edwards - J. Minott,2,1,1,0.5,5.0,88.9,88.9,77.3,75.0,11.6,13.9,0.333,0.25,10.0,0.0,0.625,0.5,0.444,0.8,0.8,87.8,89.02,74.18,9,0.706,112,125,202,276,109,201,202,128,217,156,217,180,191,122,413,41,46,286,83,13750,1610612750,2024-25
