,,,Restricted Area,Restricted Area,In The Paint (Non-RA),In The Paint (Non-RA),Mid-Range,Mid-Range,Left Corner 3,Left Corner 3,Right Corner 3,Right Corner 3,Above the Break 3,Above the Break 3,Corner 3,Corner 3,,,Restricted Area,In The Paint (Non-RA),Mid-Range,Left Corner 3,Right Corner 3,Above the Break 3,Corner 3,Restricted Area,In The Paint (Non-RA),Mid-Range,Left Corner 3,Right Corner 3,Above the Break 3,Corner 3
PLAYER_ID,PLAYER,SEASON,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,TOTAL_FGM,TOTAL_FGA,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FREQ,FREQ,FREQ,FREQ,FREQ,FREQ,FREQ
2210,R. Jefferson,2017-18,4,8,5,10,1,2,0,0,0,0,2,7,0,0,12.0,27.0,0.5,0.5,0.5,0.0,0.0,0.29,0.0,0.3,0.37,0.07,0.0,0.0,0.26,0.0
2225,T. Parker,2015-16,146,241,58,124,119,280,6,21,10,24,11,20,16,45,366.0,755.0,0.61,0.47,0.42,0.29,0.42,0.55,0.36,0.32,0.16,0.37,0.03,0.03,0.03,0.06
2225,T. Parker,2016-17,101,180,50,127,91,193,6,17,11,35,6,17,17,52,282.0,621.0,0.56,0.39,0.47,0.35,0.31,0.35,0.33,0.29,0.2,0.31,0.03,0.06,0.03,0.08
2225,T. Parker,2017-18,88,143,25,65,55,143,8,16,0,12,2,8,8,28,186.0,415.0,0.62,0.38,0.38,0.5,0.0,0.25,0.29,0.34,0.16,0.34,0.04,0.03,0.02,0.07
2225,T. Parker,2018-19,87,160,47,92,66,160,0,2,3,6,10,41,3,8,216.0,469.0,0.54,0.51,0.41,0.0,0.5,0.24,0.38,0.34,0.2,0.34,0.0,0.01,0.09,0.02
2399,M. Dunleavy,2015-16,31,54,1,12,6,23,0,4,9,18,30,77,9,22,86.0,210.0,0.57,0.08,0.26,0.0,0.5,0.39,0.41,0.26,0.06,0.11,0.02,0.09,0.37,0.1
2399,M. Dunleavy,2016-17,30,48,0,8,10,30,10,21,10,21,33,91,20,42,113.0,261.0,0.62,0.0,0.33,0.48,0.48,0.36,0.48,0.18,0.03,0.11,0.08,0.08,0.35,0.16
2403,Nene,2015-16,134,192,25,63,50,126,0,0,0,2,0,1,0,2,209.0,386.0,0.7,0.4,0.4,0.0,0.0,0.0,0.0,0.5,0.16,0.33,0.0,0.01,0.0,0.01
2403,Nene,2016-17,196,277,14,33,32,78,0,0,0,0,3,9,0,0,245.0,397.0,0.71,0.42,0.41,0.0,0.0,0.33,0.0,0.7,0.08,0.2,0.0,0.0,0.02,0.0
2403,Nene,2017-18,107,172,13,31,16,34,0,0,0,2,0,0,0,2,136.0,241.0,0.62,0.42,0.47,0.0,0.0,0.0,0.0,0.71,0.13,0.14,0.0,0.01,0.0,0.01
2403,Nene,2018-19,38,55,8,26,14,32,0,0,0,0,0,3,0,0,60.0,116.0,0.69,0.31,0.44,0.0,0.0,0.0,0.0,0.47,0.22,0.28,0.0,0.0,0.03,0.0
2440,M. Barnes,2015-16,113,208,17,61,15,54,18,50,14,55,85,260,32,105,294.0,793.0,0.54,0.28,0.28,0.36,0.25,0.33,0.3,0.26,0.08,0.07,0.06,0.07,0.33,0.13
2440,M. Barnes,2016-17,72,126,10,36,16,48,17,41,11,29,58,190,28,70,212.0,540.0,0.57,0.28,0.33,0.41,0.38,0.31,0.4,0.23,0.07,0.09,0.08,0.05,0.35,0.13
2446,R. Butler,2015-16,16,22,3,10,15,23,2,9,4,11,9,29,6,20,55.0,124.0,0.73,0.3,0.65,0.22,0.36,0.31,0.3,0.18,0.08,0.19,0.07,0.09,0.23,0.16
2544,LeBron James,2015-16,478,684,54,135,118,315,5,20,4,17,78,244,9,37,746.0,1452.0,0.7,0.4,0.37,0.25,0.24,0.32,0.24,0.47,0.09,0.22,0.01,0.01,0.17,0.03
2544,LeBron James,2016-17,468,615,48,122,96,265,10,23,5,17,109,301,15,40,751.0,1383.0,0.76,0.39,0.36,0.43,0.29,0.36,0.38,0.44,0.09,0.19,0.02,0.01,0.22,0.03
2544,LeBron James,2017-18,534,710,57,163,117,301,7,18,7,20,135,367,14,38,871.0,1617.0,0.75,0.35,0.39,0.39,0.35,0.37,0.37,0.44,0.1,0.19,0.01,0.01,0.23,0.02
2544,LeBron James,2018-19,335,471,37,122,75,174,4,15,5,12,102,301,9,27,567.0,1122.0,0.71,0.3,0.43,0.27,0.42,0.34,0.33,0.42,0.11,0.16,0.01,0.01,0.27,0.02
2544,LeBron James,2019-20,380,553,46,127,68,198,6,11,7,17,136,396,13,28,656.0,1330.0,0.69,0.36,0.34,0.55,0.41,0.34,0.46,0.42,0.1,0.15,0.01,0.01,0.3,0.02
2544,LeBron James,2020-21,217,287,46,100,55,151,7,13,3,9,94,263,10,22,432.0,845.0,0.76,0.46,0.36,0.54,0.33,0.36,0.45,0.34,0.12,0.18,0.02,0.01,0.31,0.03
2544,LeBron James,2021-22,362,481,39,108,78,184,6,15,5,21,150,412,11,36,651.0,1257.0,0.75,0.36,0.42,0.4,0.24,0.36,0.31,0.38,0.09,0.15,0.01,0.02,0.33,0.03
2544,LeBron James,2022-23,342,460,72,174,76,209,3,13,7,19,109,344,10,32,619.0,1251.0,0.74,0.41,0.36,0.23,0.37,0.32,0.31,0.37,0.14,0.17,0.01,0.02,0.27,0.03
2544,LeBron James,2023-24,401,547,81,194,54,165,7,21,13,23,129,318,20,44,705.0,1312.0,0.73,0.42,0.33,0.33,0.57,0.41,0.45,0.42,0.15,0.13,0.02,0.02,0.24,0.03
2544,LeBron James,2024-25,287,386,120,270,95,218,8,23,5,14,136,357,13,37,664.0,1305.0,0.74,0.44,0.44,0.35,0.36,0.38,0.35,0.3,0.21,0.17,0.02,0.01,0.27,0.03
2546,C. Anthony,2015-16,159,303,34,89,269,605,8,18,5,16,92,275,13,34,580.0,1340.0,0.52,0.38,0.44,0.44,0.31,0.33,0.38,0.23,0.07,0.45,0.01,0.01,0.21,0.03
2546,C. Anthony,2016-17,104,192,45,111,302,665,9,25,11,22,131,367,20,47,622.0,1429.0,0.54,0.41,0.45,0.36,0.5,0.36,0.43,0.13,0.08,0.47,0.02,0.02,0.26,0.03
2546,C. Anthony,2017-18,84,149,38,84,181,460,5,21,14,35,150,419,19,56,491.0,1224.0,0.56,0.45,0.39,0.24,0.4,0.36,0.34,0.12,0.07,0.38,0.02,0.03,0.34,0.05
2546,C. Anthony,2018-19,12,20,4,7,12,30,0,1,1,2,20,61,1,3,50.0,124.0,0.6,0.57,0.4,0.0,0.5,0.33,0.33,0.16,0.06,0.24,0.01,0.02,0.49,0.02
2546,C. Anthony,2019-20,90,173,43,93,116,291,5,14,22,35,60,175,27,49,363.0,830.0,0.52,0.46,0.4,0.36,0.63,0.34,0.55,0.21,0.11,0.35,0.02,0.04,0.21,0.06
2546,C. Anthony,2020-21,30,58,20,67,144,327,14,35,15,36,104,254,29,71,356.0,848.0,0.52,0.3,0.44,0.4,0.42,0.41,0.41,0.07,0.08,0.39,0.04,0.04,0.3,0.08
2546,C. Anthony,2021-22,55,86,26,59,89,181,16,38,17,37,116,322,33,75,352.0,798.0,0.64,0.44,0.49,0.42,0.46,0.36,0.44,0.11,0.07,0.23,0.05,0.05,0.4,0.09
2548,D. Wade,2015-16,247,381,112,293,174,465,0,4,2,3,4,34,2,7,541.0,1187.0,0.65,0.38,0.37,0.0,0.67,0.12,0.29,0.32,0.25,0.39,0.0,0.0,0.03,0.01
2548,D. Wade,2016-17,151,270,69,164,149,376,7,15,4,9,34,120,11,24,425.0,978.0,0.56,0.42,0.4,0.47,0.44,0.28,0.46,0.28,0.17,0.38,0.02,0.01,0.12,0.02
2548,D. Wade,2017-18,145,225,51,134,71,212,5,19,2,6,25,86,7,25,306.0,707.0,0.64,0.38,0.33,0.26,0.33,0.29,0.28,0.32,0.19,0.3,0.03,0.01,0.12,0.04
2548,D. Wade,2018-19,167,269,87,201,76,230,27,58,4,13,54,186,31,71,446.0,1028.0,0.62,0.43,0.33,0.47,0.31,0.29,0.44,0.26,0.2,0.22,0.06,0.01,0.18,0.07
2555,N. Collison,2015-16,31,65,11,25,8,17,0,0,0,1,0,1,0,1,50.0,110.0,0.48,0.44,0.47,0.0,0.0,0.0,0.0,0.59,0.23,0.15,0.0,0.01,0.01,0.01
2555,N. Collison,2016-17,10,13,3,8,1,1,0,0,0,0,0,1,0,0,14.0,23.0,0.77,0.38,1.0,0.0,0.0,0.0,0.0,0.57,0.35,0.04,0.0,0.0,0.04,0.0
2555,N. Collison,2017-18,10,14,3,4,0,1,0,0,0,0,0,0,0,0,13.0,19.0,0.71,0.75,0.0,0.0,0.0,0.0,0.0,0.74,0.21,0.05,0.0,0.0,0.0,0.0
2561,D. West,2015-16,87,124,48,99,106,218,0,1,0,0,3,6,0,1,244.0,449.0,0.7,0.48,0.49,0.0,0.0,0.5,0.0,0.28,0.22,0.49,0.0,0.0,0.01,0.0
2561,D. West,2016-17,53,83,23,46,56,115,1,2,0,0,2,5,1,2,136.0,253.0,0.64,0.5,0.49,0.5,0.0,0.4,0.5,0.33,0.18,0.45,0.01,0.0,0.02,0.01
2561,D. West,2017-18,102,136,44,91,67,143,0,0,0,1,3,7,0,1,216.0,379.0,0.75,0.48,0.47,0.0,0.0,0.43,0.0,0.36,0.24,0.38,0.0,0.0,0.02,0.0
2564,B. Diaw,2015-16,114,173,45,90,18,51,0,0,1,5,24,63,1,5,203.0,387.0,0.66,0.5,0.35,0.0,0.2,0.38,0.2,0.45,0.23,0.13,0.0,0.01,0.16,0.01
2564,B. Diaw,2016-17,85,133,21,50,20,63,6,13,3,8,11,60,9,21,155.0,348.0,0.64,0.42,0.32,0.46,0.38,0.18,0.43,0.38,0.14,0.18,0.04,0.02,0.17,0.06
2571,L. Barbosa,2015-16,91,151,7,41,34,68,12,28,5,7,22,74,17,35,188.0,404.0,0.6,0.17,0.5,0.43,0.71,0.3,0.49,0.37,0.1,0.17,0.07,0.02,0.18,0.09
2571,L. Barbosa,2016-17,77,132,13,42,47,120,8,23,6,16,21,59,14,39,186.0,431.0,0.58,0.31,0.39,0.35,0.38,0.36,0.36,0.31,0.1,0.28,0.05,0.04,0.14,0.09
2585,Z. Pachulia,2015-16,155,270,33,88,31,109,0,0,0,0,0,0,0,0,219.0,467.0,0.57,0.38,0.28,0.0,0.0,0.0,0.0,0.58,0.19,0.23,0.0,0.0,0.0,0.0
2585,Z. Pachulia,2016-17,132,222,14,34,18,49,0,0,0,0,0,1,0,0,164.0,306.0,0.59,0.41,0.37,0.0,0.0,0.0,0.0,0.73,0.11,0.16,0.0,0.0,0.0,0.0
2585,Z. Pachulia,2017-18,114,178,21,44,14,41,0,0,0,0,0,0,0,0,149.0,263.0,0.64,0.48,0.34,0.0,0.0,0.0,0.0,0.68,0.17,0.16,0.0,0.0,0.0,0.0
2585,Z. Pachulia,2018-19,63,117,5,27,17,45,0,0,0,0,0,0,0,0,85.0,189.0,0.54,0.19,0.38,0.0,0.0,0.0,0.0,0.62,0.14,0.24,0.0,0.0,0.0,0.0
2588,M. Bonner,2015-16,3,7,4,5,7,11,2,4,0,1,13,28,2,5,31.0,61.0,0.43,0.8,0.64,0.5,0.0,0.46,0.4,0.11,0.08,0.18,0.07,0.02,0.46,0.08
2590,M. Williams,2015-16,15,28,12,38,69,134,4,13,6,16,25,72,10,29,141.0,330.0,0.54,0.32,0.51,0.31,0.38,0.35,0.34,0.08,0.12,0.41,0.04,0.05,0.22,0.09
2592,J. Jones,2015-16,3,4,3,4,11,30,7,15,4,8,30,81,11,23,69.0,165.0,0.75,0.75,0.37,0.47,0.5,0.37,0.48,0.02,0.02,0.18,0.09,0.05,0.49,0.14
2592,J. Jones,2016-17,4,6,1,3,8,17,4,9,8,15,19,42,12,24,56.0,116.0,0.67,0.33,0.47,0.44,0.53,0.45,0.5,0.05,0.03,0.15,0.08,0.13,0.36,0.21
2594,K. Korver,2015-16,23,40,4,11,82,167,18,42,24,49,116,307,42,91,309.0,707.0,0.57,0.36,0.49,0.43,0.49,0.38,0.46,0.06,0.02,0.24,0.06,0.07,0.43,0.13
2594,K. Korver,2016-17,14,20,6,14,57,122,32,54,21,47,109,258,53,101,292.0,616.0,0.7,0.43,0.47,0.59,0.45,0.42,0.52,0.03,0.02,0.2,0.09,0.08,0.42,0.16
2594,K. Korver,2017-18,24,33,4,11,30,64,29,54,15,34,120,287,44,88,266.0,571.0,0.73,0.36,0.47,0.54,0.44,0.42,0.5,0.06,0.02,0.11,0.09,0.06,0.5,0.15
